Nombre,Edad,EstadoCivil,Hijos,Residencia,propiedades,vivienda,educacion,empleo,telefono,Ingreso,balance,creditos_otro,suscrito notificaciones,Cta_Ahorros,Cta_Corriente,tarjeta_credito,monto_credito,duracion,tasa_mensual,mora_otros,Limite_Credito,razonPrestamo
Milagros Vara Acedo,23,F Casada,3,4,Propietario de Bienes Raices,Alquiler,primaria,Técnico,Si,25000-45000,49,ninguno,0,SI,SI,0,841,12,2,no,entre 0-5000,Negocio
Cayetana Duarte Bárcena,25,F Casada,1,2,Propietario automóviles,Propietario,primaria,Dependiente,Si,25000-45000,1,ninguno,0,SI,SI,0,5771,30,4,no,Sin limite,Viaje
Flavio Segovia-Roman,55,H Soltero,2,4,desconocido/ninguno,Propietario,secundaria,Dependiente,Si,25000-45000,3098,ninguno,1,NO,SI,0,1555,12,4,no,Sin limite,Mejoras del hogar
Juana Jove Toro,32,F Casada,2,4,desconocido/ninguno,Alquiler,primaria,Dependiente,Si,25000-45000,352,ninguno,1,SI,NO,1,1285,24,4,no,Sin linea de crédito,Vehículo
Carlito Velasco Priego,74,H Soltero,1,1,Propietario de Bienes Raices,Propietario,secundaria,No calificado,Si,Mayor a 45000,65,ninguno,0,SI,SI,1,1299,6,1,no,mayor 5000,Vehículo
Aurelio Juliá Rosado,39,H Soltero,2,4,desconocido/ninguno,Propietario,secundaria,Dependiente,No,25000-45000,1949,ninguno,1,NO,NO,0,1271,15,3,no,mayor 5000,Viaje
Jose Carlos Menéndez Asensio,31,H Soltero,2,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,Menor a 25000,739,ninguno,0,SI,SI,0,1393,24,2,no,Sin limite,Vehículo
Celso Correa Falcó,35,H Soltero,0,3,Propietario apartamentos,Propietario,Superior,Dependiente,Si,Menor a 25000,1167,ninguno,1,SI,SI,0,691,12,4,no,Sin linea de crédito,Vehículo
Clarisa Feliu Ortiz,59,F Soltera,2,4,Propietario automóviles,Propietario,secundaria,Dependiente,No,25000-45000,231,ninguno,0,SI,SI,0,5045,15,1,no,Sin limite,Vehículo
Carolina Uriarte Arcos,24,F Soltera,0,4,Propietario de Bienes Raices,Alquiler,primaria,Dependiente,Si,Menor a 25000,1136,ninguno,1,NO,SI,0,2124,18,4,no,Sin linea de crédito,Mejora Vivienda
Ciriaco Cáceres-Royo,24,H Soltero,1,3,Propietario apartamentos,Propietario,Superior,Técnico,Si,Menor a 25000,233,ninguno,0,SI,SI,0,2214,12,4,no,Sin linea de crédito,Viaje
Jose Angel Pastor Padilla Ortuño,30,H Soltero,2,4,desconocido/ninguno,Propietario,secundaria,Empresario,No,Menor a 25000,817,ninguno,1,SI,SI,0,12680,21,4,no,Sin limite,Vehículo
Roque Alfaro Jiménez,27,H Casado,0,3,Propietario apartamentos,Propietario,primaria,Dependiente,No,Menor a 25000,1128,ninguno,0,NO,NO,0,2463,24,4,no,Sin limite,Vehículo
Manuel Pardo,40,H Casado,3,3,Propietario de Bienes Raices,Propietario,Superior,Técnico,Si,Menor a 25000,1831,Bancario,0,NO,SI,0,1155,12,3,no,entre 0-5000,Viaje
Eloy Isern Valle,31,H divorciado,1,4,Propietario apartamentos,Propietario,secundaria,Técnico,Si,Menor a 25000,450,ninguno,1,NO,SI,0,3108,30,2,no,Sin linea de crédito,Mejora Vivienda
Clementina del Huguet,31,F Casada,0,4,Propietario de Bienes Raices,Alquiler,secundaria,Dependiente,Si,Menor a 25000,0,ninguno,0,NO,NO,0,2901,10,1,no,Sin limite,Divisas 
Conrado del Arrieta,28,H Soltero,1,4,Propietario automóviles,Alquiler,secundaria,Dependiente,No,25000-45000,414,ninguno,0,NO,SI,1,3617,12,1,no,entre 0-5000,Mejora Vivienda
Casemiro Nadal Tirado,63,H Soltero,1,4,Propietario de Bienes Raices,Propietario,primaria,Técnico,No,Menor a 25000,1052,ninguno,0,SI,SI,1,1655,12,2,no,Sin limite,Viaje
Raquel Cases Ballester,26,F divorciada,1,4,Propietario de Bienes Raices,Alquiler,secundaria,Dependiente,Si,Menor a 25000,1022,ninguno,0,NO,NO,1,2812,24,2,no,Sin linea de crédito,Divisas 
Diana Aguilera Robles,25,F Soltera,0,2,desconocido/ninguno,Propietario,primaria,Empresario,No,Menor a 25000,343,ninguno,1,SI,SI,0,8065,36,3,no,Sin linea de crédito,Estudios
Cecilio Quero Ortega,36,H Soltero,0,4,Propietario automóviles,Propietario,Superior,Empresario,No,25000-45000,1944,ninguno,0,NO,SI,0,3275,21,1,no,Sin limite,Divisas 
Armando Vargas Conesa,52,H Soltero,0,4,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,25000-45000,-32,Bancario,0,SI,SI,0,2223,24,4,no,Sin limite,Viaje
Eleuterio Rey Quero,66,H Soltero,2,4,desconocido/ninguno,Propietario,secundaria,No calificado,Si,Mayor a 45000,1781,Bancario,0,NO,SI,0,1480,12,2,no,mayor 5000,Vehículo
Manuelita Cepeda Vicente,25,F divorciada,3,4,Propietario de Bienes Raices,Alquiler,Superior,Dependiente,Si,Menor a 25000,350,ninguno,1,SI,SI,0,1371,24,4,no,Sin linea de crédito,Vehículo
Duilio Zaragoza Conesa,37,H Soltero,1,4,Propietario automóviles,Propietario,secundaria,Dependiente,No,Menor a 25000,2,ninguno,0,SI,SI,0,3535,36,4,no,Sin limite,Vehículo
Pastora Quirós Cárdenas,25,F divorciada,2,1,Propietario de Bienes Raices,Propietario,primaria,Dependiente,Si,25000-45000,111,ninguno,0,SI,SI,0,3509,18,4,no,Sin linea de crédito,Viaje
Jesús Tito Alcántara Frutos,38,H Soltero,0,2,Propietario automóviles,Propietario,Superior,Empresario,No,25000-45000,168,ninguno,0,SI,SI,0,5711,36,4,no,Sin limite,Divisas 
Rocío Goñi Amador,67,F Soltera,0,4,Propietario automóviles,Propietario,secundaria,Dependiente,No,Mayor a 45000,3,ninguno,0,SI,SI,0,3872,18,2,no,entre 0-5000,Mejoras del hogar
Calisto Andreu Quirós,25,H Soltero,0,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,102,ninguno,1,SI,SI,1,4933,39,2,no,entre 0-5000,Viaje
Jose Carlos Aragonés Guardia,60,H Soltero,0,4,Propietario de Bienes Raices,Propietario,primaria,Dependiente,No,25000-45000,0,ninguno,0,NO,NO,0,1940,24,4,no,Sin limite,Vehículo
Amílcar Carpio Ibañez,31,H Soltero,2,2,Propietario de Bienes Raices,Propietario,primaria,Técnico,No,Menor a 25000,159,ninguno,0,NO,SI,0,1410,12,2,no,entre 0-5000,Persona
Victoria de Tejera,23,F Soltera,1,2,Propietario apartamentos,Propietario,secundaria,Técnico,Si,25000-45000,1134,Bancario,1,SI,SI,1,836,12,4,no,entre 0-5000,Vehículo
Eligio Lluch Prada,60,H divorciado,0,4,Propietario de Bienes Raices,Propietario,secundaria,Empresario,No,Menor a 25000,352,ninguno,0,SI,SI,0,6468,20,1,no,entre 0-5000,Divisas 
Eleuterio de Carrera,35,H Soltero,0,2,Propietario apartamentos,Propietario,Superior,Técnico,No,Mayor a 45000,865,ninguno,0,SI,SI,1,1941,18,4,no,entre 0-5000,Negocio
Eric Machado Tejero,40,H Soltero,2,4,Propietario automóviles,Propietario,primaria,Dependiente,Si,25000-45000,179,ninguno,0,SI,SI,1,2675,22,3,no,Sin limite,Viaje
Felix Morillo Mate,38,H Soltero,0,3,Propietario automóviles,Propietario,secundaria,Dependiente,No,Menor a 25000,5,ninguno,0,SI,NO,1,2751,48,4,no,Sin limite,Divisas 
Roque Raya Vallejo,50,H Soltero,1,4,desconocido/ninguno,Propietario,Superior,Dependiente,Si,25000-45000,-230,ninguno,1,SI,SI,1,6224,48,4,si,entre 0-5000,Estudios
Blas Torre Landa,27,H Soltero,0,3,desconocido/ninguno,Propietario,Superior,Dependiente,No,25000-45000,0,Bancario,1,NO,NO,1,5998,40,4,no,Sin linea de crédito,Estudios
Armida Ricart Soler,39,F divorciada,1,4,Propietario apartamentos,Propietario,primaria,Dependiente,Si,Menor a 25000,3924,ninguno,1,NO,SI,0,1188,21,2,no,entre 0-5000,Negocio
Felix Elpidio Benavent Dávila,41,H Soltero,2,4,Propietario automóviles,Propietario,secundaria,Empresario,No,25000-45000,764,ninguno,0,NO,SI,1,6313,24,3,no,Sin limite,Divisas 
Severo Aller Barceló,27,H Casado,0,2,Propietario apartamentos,Propietario,primaria,Dependiente,Si,25000-45000,511,ninguno,0,NO,SI,0,1221,6,1,no,Sin limite,Mejora Vivienda
Rolando de Malo,51,H divorciado,2,4,desconocido/ninguno,Propietario,Superior,Dependiente,Si,Menor a 25000,4348,ninguno,0,SI,SI,0,2892,24,3,no,mayor 5000,Mejora Vivienda
Jose Miguel Rico Gonzalo Iborra,32,H Soltero,1,3,desconocido/ninguno,Alquiler,Superior,Dependiente,No,Mayor a 45000,3016,ninguno,0,SI,NO,0,3062,24,4,no,Sin limite,Mejora Vivienda
Teófila Torrecilla Sabater,22,F divorciada,3,4,Propietario apartamentos,Alquiler,secundaria,Dependiente,Si,Menor a 25000,279,ninguno,0,SI,SI,0,2301,9,2,no,Sin limite,Mejora Vivienda
Remigio Guillen Rebollo,51,H Soltero,0,4,Propietario apartamentos,Propietario,Superior,Dependiente,No,Mayor a 45000,1405,ninguno,1,NO,SI,1,7511,18,1,no,Sin linea de crédito,Divisas 
Nydia Izaguirre Cases,22,F divorciada,2,4,Propietario apartamentos,Alquiler,secundaria,Técnico,Si,Menor a 25000,908,ninguno,0,NO,SI,0,1258,12,2,no,Sin limite,Mejora Vivienda
Abilio Antón Piñeiro,54,H Casado,1,4,Propietario automóviles,Propietario,Superior,Dependiente,No,25000-45000,162,ninguno,0,SI,NO,1,717,24,4,no,Sin limite,Vehículo
Angelino Armando Higueras Perea,35,H Soltero,0,2,Propietario de Bienes Raices,Propietario,secundaria,No calificado,Si,Menor a 25000,792,ninguno,0,NO,SI,1,1549,9,4,no,entre 0-5000,Vehículo
Gerardo Cazorla Moliner,54,H Soltero,2,4,desconocido/ninguno,Propietario,secundaria,Dependiente,Si,Menor a 25000,111,ninguno,0,SI,SI,0,1597,24,4,no,Sin limite,Estudios
Leonor Solís Gisbert,48,F divorciada,2,4,Propietario de Bienes Raices,Alquiler,desconocido,Técnico,No,Mayor a 45000,1281,Bancario,0,NO,SI,1,1795,18,3,no,entre 0-5000,Viaje
Angélica Vicens Torrecilla,24,F Casada,0,4,Propietario apartamentos,Propietario,desconocido,Dependiente,Si,Menor a 25000,1012,ninguno,0,SI,SI,0,4272,20,1,no,Sin linea de crédito,Mejora Vivienda
Gaspar Aragonés Martinez,35,H Soltero,1,4,Propietario automóviles,Contrato A,Superior,Dependiente,Si,Menor a 25000,2881,ninguno,0,SI,SI,0,976,12,4,no,Sin limite,Viaje
Jesusa Tirado Manso,24,F Casada,0,2,Propietario de Bienes Raices,Alquiler,secundaria,No calificado,Si,25000-45000,445,ninguno,0,SI,SI,1,7472,12,1,no,entre 0-5000,Vehículo
Elpidio Pont Ribes,24,H Soltero,0,1,Propietario automóviles,Propietario,secundaria,Dependiente,No,25000-45000,643,ninguno,1,NO,SI,0,9271,36,2,no,Sin linea de crédito,Vehículo
Amancio Villa Andrade,26,H Casado,3,3,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,Menor a 25000,254,ninguno,0,NO,SI,0,590,6,3,no,entre 0-5000,Viaje
Rafa Rafa Solís Tudela,65,H Soltero,1,4,Propietario de Bienes Raices,Propietario,Superior,Dependiente,Si,Menor a 25000,-1212,ninguno,0,SI,SI,1,930,12,4,no,Sin limite,Viaje
Felipe Nicodemo Duque Martín,55,H Soltero,0,2,desconocido/ninguno,Propietario,secundaria,Empresario,No,Menor a 25000,2125,Bancario,0,NO,SI,1,9283,42,1,no,entre 0-5000,Divisas 
Ema Jerez,26,F Casada,0,1,Propietario de Bienes Raices,Alquiler,desconocido,No calificado,Si,Menor a 25000,629,ninguno,1,SI,SI,0,1778,15,2,no,entre 0-5000,Vehículo
Armando Talavera Roma,26,H Casado,0,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,Mayor a 45000,-202,ninguno,0,SI,SI,1,907,8,3,no,entre 0-5000,Negocio
Fermín Torralba,28,H Casado,0,3,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,Menor a 25000,271,Bancario,0,SI,SI,0,484,6,3,no,entre 0-5000,Viaje
Efraín Peñas-Lledó,24,H Soltero,0,4,Propietario automóviles,Propietario,Superior,Dependiente,No,25000-45000,703,ninguno,1,SI,NO,0,9629,36,4,no,Sin linea de crédito,Divisas 
Espiridión Cardona-Arellano,54,H Soltero,0,4,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,-216,ninguno,1,NO,NO,0,3051,48,3,no,Sin linea de crédito,Electrodomésticos
Tito Edmundo Coca Mate,46,H Soltero,1,4,desconocido/ninguno,Propietario,secundaria,Dependiente,Si,25000-45000,88,ninguno,1,SI,SI,0,3931,48,4,no,Sin linea de crédito,Vehículo
Genoveva Infante Malo,54,F divorciada,0,2,Propietario apartamentos,Alquiler,Superior,Dependiente,Si,25000-45000,16,ninguno,0,SI,SI,0,7432,36,2,no,entre 0-5000,Vehículo
José Luis Aragón-Menendez,62,H divorciado,1,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,466,ninguno,0,NO,SI,0,1338,6,1,no,Sin limite,Electrodomésticos
Berta de Baños,24,F Soltera,0,2,Propietario automóviles,Alquiler,secundaria,Dependiente,No,Menor a 25000,-75,ninguno,0,SI,SI,0,1554,6,1,no,Sin limite,Viaje
Fortunato Vilalta-Quesada,43,H divorciado,0,3,Propietario automóviles,Propietario,secundaria,Empresario,Si,Menor a 25000,456,ninguno,0,SI,SI,0,15857,36,2,no,Sin linea de crédito,Otro
Jose Francisco del Elorza,26,H Casado,0,3,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,77,Bancario,1,NO,SI,0,1345,18,4,no,Sin linea de crédito,Viaje
Tiburcio Cuervo Rocamora,27,H Casado,3,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,Menor a 25000,-244,ninguno,0,SI,SI,1,1101,12,3,no,Sin limite,Vehículo
Simón Córdoba-Calvo,24,H Casado,0,1,Propietario automóviles,Propietario,primaria,Dependiente,Si,25000-45000,1209,ninguno,0,SI,NO,0,3016,12,3,no,mayor 5000,Viaje
Eutropio Tur Pla,41,H Soltero,0,2,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,25000-45000,58,Bancario,1,SI,SI,0,2712,36,2,no,Sin linea de crédito,Mejora Vivienda
Nicodemo Ros Rueda,47,H Soltero,2,4,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,25000-45000,421,ninguno,0,NO,NO,0,731,8,4,si,Sin linea de crédito,Vehículo
Federico Yáñez Cordero,35,H divorciado,2,2,Propietario automóviles,Propietario,Superior,Empresario,No,25000-45000,112,ninguno,0,SI,SI,0,3780,18,3,no,Sin limite,Mejora Vivienda
Lope Jacinto Aguilera Alemán,30,H Casado,1,3,Propietario automóviles,Propietario,Superior,Dependiente,No,25000-45000,13669,ninguno,0,SI,SI,0,1602,21,4,no,Sin linea de crédito,Vehículo
Rosalva Macías Águila,33,F Soltera,0,4,Propietario de Bienes Raices,Alquiler,Superior,Dependiente,No,25000-45000,1429,Bancario,1,SI,SI,1,3966,18,1,no,Sin linea de crédito,Vehículo
Telmo Rosa-Alberdi,36,H Soltero,3,2,Propietario automóviles,Propietario,Superior,Dependiente,Si,25000-45000,794,Préstamo a plazo,1,SI,SI,0,4165,18,2,no,Sin limite,Negocio
Sabas Posada,47,H Soltero,0,4,desconocido/ninguno,Propietario,Superior,Dependiente,Si,Mayor a 45000,1957,ninguno,1,SI,SI,0,8335,36,3,no,Sin linea de crédito,Divisas 
Gabriel Valencia Ferrández,38,H Soltero,2,4,desconocido/ninguno,Propietario,secundaria,Dependiente,No,25000-45000,454,ninguno,0,SI,SI,0,6681,48,4,no,entre 0-5000,Negocio
Javi Cornelio Álvarez Blasco,44,H Soltero,0,2,Propietario automóviles,Propietario,primaria,Dependiente,No,Mayor a 45000,882,ninguno,0,SI,SI,0,2375,24,4,no,Sin limite,Negocio
Pía Escrivá-Salazar,23,F Soltera,0,3,Propietario automóviles,Alquiler,primaria,Dependiente,No,25000-45000,168,ninguno,1,NO,SI,1,1216,18,4,no,Sin linea de crédito,Vehículo
José Antonio Cal Mayo,29,H Soltero,0,4,Propietario automóviles,Alquiler,Superior,Dependiente,Si,25000-45000,714,ninguno,1,NO,NO,0,11816,45,2,no,Sin linea de crédito,Negocio
Merche Perera Falcón,42,F Casada,0,4,Propietario automóviles,Propietario,Superior,Dependiente,No,Menor a 25000,0,ninguno,0,NO,SI,1,5084,24,2,no,entre 0-5000,Viaje
María Pilar Salinas,25,F Soltera,1,3,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,25000-45000,1996,ninguno,1,NO,SI,1,2327,15,2,no,mayor 5000,Viaje
Berto Tejera Bejarano,48,H Soltero,0,4,Propietario automóviles,Propietario,secundaria,Dependiente,Si,25000-45000,163,Bancario,1,NO,SI,1,1082,12,4,no,Sin linea de crédito,Vehículo
Luisina Benitez Armas,21,F Soltera,0,2,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,3190,ninguno,0,SI,SI,0,886,12,4,no,Sin limite,Viaje
Casandra Villanueva-Torres,23,F Soltera,3,3,Propietario de Bienes Raices,Alquiler,secundaria,Técnico,Si,25000-45000,1772,ninguno,0,SI,NO,0,601,4,1,no,Sin limite,Mejora Vivienda
Cirino Cases Bas,63,H Soltero,1,4,Propietario apartamentos,Propietario,secundaria,Dependiente,No,25000-45000,-151,ninguno,0,SI,SI,1,2957,24,4,no,Sin linea de crédito,Divisas 
Reyes Toni Company Ariño,46,H Casado,2,3,Propietario de Bienes Raices,Propietario,primaria,Dependiente,Si,Menor a 25000,16,ninguno,0,SI,SI,0,2611,24,4,no,Sin limite,Viaje
Baudelio Garmendia Alarcón,29,H Soltero,2,2,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Mayor a 45000,7066,ninguno,1,SI,SI,1,5179,36,4,no,Sin linea de crédito,Mejora Vivienda
Lupe Casals Ropero,28,H Soltero,2,2,Propietario de Bienes Raices,Propietario,Superior,Técnico,Si,Menor a 25000,454,Préstamo a plazo,0,SI,NO,0,2993,21,3,no,Sin limite,Divisas 
Luz Mas Trillo,23,F Casada,0,4,Propietario de Bienes Raices,Propietario,Superior,Dependiente,Si,Menor a 25000,4798,ninguno,1,SI,SI,0,1943,18,4,no,Sin limite,Mejoras del hogar
Heriberto Adán Barragán,50,H Soltero,2,4,Propietario automóviles,Propietario,secundaria,Dependiente,No,Menor a 25000,-298,Bancario,0,NO,NO,0,1559,24,4,si,Sin limite,Negocio
Ambrosio del Baeza,47,H Soltero,0,4,Propietario apartamentos,Propietario,secundaria,Dependiente,No,Menor a 25000,439,Bancario,0,SI,SI,0,3422,18,4,no,Sin limite,Mejora Vivienda
Armando Federico Tejedor Mesa,35,H Soltero,1,3,Propietario automóviles,Propietario,secundaria,Dependiente,No,Mayor a 45000,1927,ninguno,0,SI,SI,0,3976,21,2,no,entre 0-5000,Mejora Vivienda
Ciríaco Seco Otero,68,H Soltero,0,4,Propietario automóviles,Alquiler,secundaria,Dependiente,Si,25000-45000,671,ninguno,1,SI,SI,0,6761,18,2,no,Sin limite,Vehículo
Nacho Sánchez Soto,28,H Casado,2,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,65,ninguno,0,SI,NO,0,1249,24,4,no,Sin limite,Vehículo
Haroldo Calleja,59,H Soltero,0,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,-932,ninguno,0,SI,SI,1,1364,9,3,no,Sin linea de crédito,Viaje
Calisto Roig Roldán,57,H Soltero,3,4,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,25000-45000,4366,Préstamo a plazo,1,NO,NO,0,709,12,4,no,Sin linea de crédito,Viaje
Tristán Marin Román,33,H Casado,0,2,Propietario apartamentos,Alquiler,primaria,Dependiente,Si,Menor a 25000,0,Bancario,1,NO,SI,0,2235,20,4,no,Sin linea de crédito,Vehículo
Edmundo Ferrero Meléndez,43,H Soltero,3,4,Propietario apartamentos,Propietario,secundaria,Dependiente,No,Menor a 25000,4900,ninguno,0,SI,SI,0,4042,24,3,no,Sin limite,Divisas 
Cayetano Amorós-Viña,35,H Soltero,3,4,desconocido/ninguno,Propietario,primaria,Dependiente,No,Menor a 25000,976,ninguno,0,NO,SI,0,1471,15,4,no,Sin limite,Viaje
Felix Guijarro Figuerola,32,H Soltero,0,4,desconocido/ninguno,Propietario,Superior,Técnico,Si,Menor a 25000,148,ninguno,1,SI,SI,1,1442,18,4,no,Sin linea de crédito,Vehículo
Juan Bautista Garmendia Molins,45,H Soltero,1,2,Propietario automóviles,Propietario,secundaria,Dependiente,No,Mayor a 45000,5,ninguno,0,SI,SI,1,10875,36,2,no,Sin limite,Vehículo
Segismundo del Chaparro,33,H Casado,2,3,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,25000-45000,-148,ninguno,0,NO,SI,1,1474,24,4,no,Sin limite,Vehículo
Ramona Sastre Cadenas,40,F divorciada,1,3,Propietario apartamentos,Propietario,Superior,Dependiente,No,Menor a 25000,113,ninguno,0,NO,NO,0,894,10,4,no,Sin limite,Persona
Heriberto Alarcón Iñiguez,28,H Soltero,3,2,desconocido/ninguno,Propietario,secundaria,Dependiente,No,Menor a 25000,-105,ninguno,0,SI,SI,1,3343,15,4,no,Sin limite,Mejora Vivienda
Encarnacion Blasco Nicolás,29,F Casada,0,2,Propietario apartamentos,Propietario,Superior,Dependiente,No,Menor a 25000,624,ninguno,1,NO,SI,0,3959,15,3,no,Sin linea de crédito,Vehículo
Marc Gomez Peiró,26,H Soltero,2,2,Propietario de Bienes Raices,Alquiler,secundaria,Dependiente,Si,Menor a 25000,-1680,ninguno,0,SI,SI,0,3577,9,1,si,Sin limite,Vehículo
Feliciano Blas Escrivá Duran,27,H Soltero,2,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,-461,ninguno,0,NO,SI,1,5804,24,4,no,Sin limite,Divisas 
Marino Esteve Alsina,28,H Casado,3,2,Propietario automóviles,Propietario,Superior,Dependiente,No,Menor a 25000,144,ninguno,1,NO,SI,1,2169,18,4,no,Sin limite,Negocio
Zoraida Sosa-Cañizares,35,F divorciada,0,4,Propietario de Bienes Raices,Propietario,Superior,Dependiente,No,Menor a 25000,4,ninguno,1,NO,NO,0,2439,24,4,no,Sin linea de crédito,Viaje
Arturo Pánfilo Cortes Sacristán,32,H Soltero,0,2,Propietario de Bienes Raices,Contrato A,primaria,Técnico,No,Menor a 25000,309,Préstamo a plazo,0,SI,SI,0,4526,27,4,no,Sin limite,Mejora Vivienda
Pelayo Pelayo,25,H Soltero,1,2,Propietario de Bienes Raices,Alquiler,Superior,Técnico,Si,Menor a 25000,866,Bancario,1,SI,SI,1,2210,10,2,no,Sin limite,Mejora Vivienda
Ainara Carlos Guardiola,20,F Casada,0,4,Propietario automóviles,Alquiler,secundaria,Dependiente,Si,25000-45000,1020,ninguno,0,NO,SI,0,2221,15,2,no,Sin limite,Mejora Vivienda
Ana Belén Somoza,27,F divorciada,0,1,Propietario automóviles,Propietario,primaria,Dependiente,Si,Menor a 25000,489,Préstamo a plazo,0,SI,SI,1,2389,18,4,no,Sin linea de crédito,Viaje
Gabriel del Rius,42,H Soltero,0,4,Propietario apartamentos,Propietario,primaria,Dependiente,Si,Mayor a 45000,8167,Préstamo a plazo,0,SI,NO,0,3331,12,2,no,Sin limite,Mejora Vivienda
Erasmo Gelabert Pinilla,37,H Soltero,1,2,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Menor a 25000,-255,ninguno,0,NO,NO,0,7409,36,3,no,Sin limite,Negocio
Nicolasa Torrens Barroso,24,F Soltera,0,4,Propietario apartamentos,Alquiler,secundaria,Dependiente,Si,Menor a 25000,3671,ninguno,0,SI,SI,0,652,12,4,no,Sin linea de crédito,Mejora Vivienda
Anita Tejera Marcos,40,F Soltera,0,4,Propietario automóviles,Propietario,primaria,Dependiente,No,25000-45000,636,ninguno,0,SI,SI,0,7678,36,2,no,Sin limite,Mejora Vivienda
Dimas Serna,46,H Soltero,0,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,141,ninguno,0,NO,SI,0,1343,6,1,no,mayor 5000,Vehículo
Blas Sanmiguel Barros,26,H Soltero,3,1,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,25000-45000,150,ninguno,0,NO,SI,1,1382,24,4,no,Sin linea de crédito,Negocio
Bibiana Amor-Correa,24,F divorciada,2,1,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,839,ninguno,0,SI,SI,1,874,15,4,no,Sin limite,Electrodomésticos
Sebastian Izaguirre Múñiz,29,H Soltero,0,2,Propietario apartamentos,Propietario,primaria,Técnico,Si,Mayor a 45000,26965,ninguno,0,SI,SI,0,3590,12,2,no,Sin linea de crédito,Mejora Vivienda
